Column1,Id,Company,Acquisition date,Founded,Headcount,Headcount_bucketed,AcquiredBy,Obsolete Category,Description,Categories,Business,Acquisition Value (USD),BroadCategory,x_transition1,y_transition1,x_transition2,y_transition2,x_stable,y_stable,x_acquired1,y_acquired1,x_acquired2,y_acquired2,x_acquired_stable,y_acquired_stable
462,462,Maluuba,2017,2011,50,50,Microsoft,AI/ML/Analytics,An early leader in using deep learning and deep reinforcement learning to solve language-understanding problems and in training machines to model decision-making capabilities of the human brain.,"Artificial Intelligence, Machine Learning, Natural Language Processing, Speech Recognition",Artificial Intelligence,,AI/ML/Analytics,50,100,58,64,58,64,50,20,100,0,100,0
463,463,LinkedIn,2016,2002,5000,1000,Microsoft,Media/Ad/Content,LinkedIn is a professional networking site,"Professional Networking, Professional Services, Social Media, Social Recruiting",Professional Networking Service,26200000000,Media/Ad/Content,50,100,49,79,49,79,50,20,100,0,100,0
464,464,Genee,2016,2014,10,50,Microsoft,AI/ML/Analytics,Genee is a powerful virtual scheduling assistant based on artificial intelligence.,"Apps, Artificial Intelligence, Developer Tools, Machine Learning, Mobile",AI-powered scheduling assistant service,,AI/ML/Analytics,50,100,47,46,47,46,50,20,100,0,100,0
465,465,Beam (now known as Mixer),2016,2014,10,50,Microsoft,Software,Mixer offers gaming live-streams made interactive.,"Advertising, Gaming, Internet, Video Streaming",Video game streaming,,Software,50,100,46,46,46,46,50,20,100,0,100,0
466,466,Solair,2016,2011,50,50,Microsoft,AR/VR,"Solair, an Italian company that has been delivering innovative Internet of Things (IoT) services to customers","Information Technology, SaaS, Software",Internet of Things platform,,Software,50,100,60,79,60,79,50,20,100,0,100,0
467,467,Xamarin,2016,2011,500,500,Microsoft,AR/VR,"Xamarin's mission is to make it fast, easy and fun to build great mobile apps","Android, Developer Tools, iOS, Mobile, Software, Test and Measurement",Mobile application development,,Software,50,100,41,46,41,46,50,20,100,0,100,0
468,468,Groove,2016,2011,25,50,Microsoft,AI/ML/Analytics,Music Discovery,,Music Discovery,,AI/ML/Analytics,50,100,44,65,44,65,50,20,100,0,100,0
469,469,SwiftKey,2016,2008,250,250,Microsoft,AI/ML/Analytics,SwiftKey is a technology company that aims to enhance interaction between keyboards and people.,"Android, Artificial Intelligence, iOS, Mobile, Software","SwiftKey, a keyboard productivity application",250000000,AI/ML/Analytics,50,100,60,55,60,55,50,20,100,0,100,0
470,470,Teacher Gaming LLC,2016,2011,10,50,Microsoft,AR/VR,TeacherGaming is an independent game development company that expands game-based learning into classrooms worldwide.,"Casual Games, E-Learning, Education, Gaming",Education software,,Software,50,100,52,44,52,44,50,20,100,0,100,0
471,471,"Talko, Inc.",2015,2012,10,50,Microsoft,AR/VR,Talko builds software and services for communications and social productivity,Software,Mobile communications,,Software,50,100,50,68,50,68,50,20,100,0,100,0
472,472,Metanautix,2015,2012,50,50,Microsoft,AI/ML/Analytics,Metanautix helps large enterprises navigate oceans of data.,"Analytics, Big Data, Internet",Big Data Analytics,,AI/ML/Analytics,50,100,48,66,48,66,50,20,100,0,100,0
473,473,Secure Islands Technologies Ltd.,2015,2006,100,100,Microsoft,Security,Secure Islands develops and markets advanced Information Protection and Control (IPC) solutions for the borderless enterprise.,"Computer, Network Security, Security",Data protection,,Security,50,100,41,74,41,74,50,20,100,0,100,0
474,474,"Mobile Data Labs, Inc.",2015,2012,25,50,Microsoft,AI/ML/Analytics,"Mobile Data Labs, Inc. provides MileIQ, a mileage-tracking mobile application.","Analytics, Mobile, Mobile Apps","MileIQ, a mileage tracking application",,AI/ML/Analytics,50,100,52,74,52,74,50,20,100,0,100,0
475,475,Telekinesys Research Ltd.,2015,2010,25,50,Microsoft,Software,Game technology vendor,,Game technology vendor,,Software,50,100,43,60,43,60,50,20,100,0,100,0
476,476,Adxstudio Inc.,2015,1998,10000,1000,Microsoft,Software,Adxstudio began offering software products to the Microsoft software community in 2001,Information Technology,Web portal and application lifecycle management solutions,,Software,50,100,58,53,58,53,50,20,100,0,100,0
477,477,"Double Labs, Inc.",2015,2013,25,50,Microsoft,Software,Double Labs created the popular Android app Echo Notification Lockscreen.,Information Technology,Mobile lock screen software,,Software,50,100,54,46,54,46,50,20,100,0,100,0
478,478,"VoloMetrix, Inc.",2015,2011,50,50,Microsoft,AI/ML/Analytics,VoloMetrix is a people analytics technology company that uses big data to optimize organizational performance,"Analytics, Enterprise Software, Social Media",Organisational analytics,,AI/ML/Analytics,50,100,44,67,44,67,50,20,100,0,100,0
479,479,"Incent Games, LLC",2015,2012,50,50,Microsoft,Software,FantasySalesTeam is a software platform that allows sales leaders to run more exciting and engaging sales contests modeled on fantasy sports.,"Gamification, Sales, Web Browsers",Sales-gamification,,Software,50,100,58,60,58,60,50,20,100,0,100,0
480,480,Adallom,2015,2012,250,250,Microsoft,AR/VR,Adallom makes it easy to protect data in the cloud.,"Cloud Computing, Enterprise Software, Security",Cloud security,320000000,Software,50,100,48,49,48,49,50,20,100,0,100,0
481,481,FieldOne Systems LLC,2015,2001,100,100,Microsoft,Software,"Sky provides the most comprehensive feature set, an open architecture for simplified integration, flexible deployment options, and on-demand configuration.",Industrial,Enterprise Field Service,,Software,50,100,58,49,58,49,50,20,100,0,100,0
482,482,BlueStripe Software,2015,2007,50,50,Microsoft,AR/VR,BlueStripe Software provides the next generation of transaction performance management solutions.,"IT Management, Software, Web Development",Application management,,Software,50,100,47,64,47,64,50,20,100,0,100,0
483,483,6Wunderkinder GmbH,2015,2010,25,50,Microsoft,AR/VR,"6Wunderkinder designs and develops a cloud-based, cross platform productivity application","Android, Apps, Cloud Computing, Collaboration, iOS, Software, Task Management, Web Development",Wunderlist to-do list applications,,Software,50,100,45,80,45,80,50,20,100,0,100,0
484,484,"Datazen Software, Inc.",2015,2002,50,50,Microsoft,AR/VR,Datazen Software is an industry leader in mobile business intelligence and data analytics.,Software,Mobile business intelligence & Data visualization,,Software,50,100,56,61,56,61,50,20,100,0,100,0
485,485,LiveLoop,2015,2010,10,50,Microsoft,AR/VR,LiveLoop enables real-time document collaboration within the familiar enterprise desktop environment.,"Collaboration, Enterprise Software",PowerPoint collaboration,,Software,50,100,42,70,42,70,50,20,100,0,100,0
486,486,N-trig,2015,1999,250,250,Microsoft,AR/VR,"With an extensive patent portfolio, N-trig also supports a variety of applications for different market segments","Computer, Hardware, Sensor, Software",Styli and pen input hardware and software,200000000,Software,50,100,44,56,44,56,50,20,100,0,100,0
487,487,"Sunrise Atelier, Inc.",2015,2012,50,50,Microsoft,AI/ML/Analytics,Sunrise is a free calendar app.,"Apps, Email, Events, Mobile",Sunrise Calendar applications,100000000,AI/ML/Analytics,50,100,46,77,46,77,50,20,100,0,100,0
488,488,Revolution Analytics,2015,2007,10,50,Microsoft,AI/ML/Analytics,"Revolution Analytics was founded in 2007 to foster the R Community, as well as support the growing needs of commercial users.","Analytics, Big Data, Open Source",Statistical computing and predictive analytics,,AI/ML/Analytics,50,100,44,57,44,57,50,20,100,0,100,0
489,489,Equivio,2015,2004,50,50,Microsoft,AI/ML/Analytics,Equivio develops text analysis software for the legal market.,"Analytics, Artificial Intelligence, Ediscovery, Machine Learning, Software, Text Analytics",Text Analytics Service,,AI/ML/Analytics,50,100,51,61,51,61,50,20,100,0,100,0
490,490,HockeyApp,2014,2009,25,50,Microsoft,AI/ML/Analytics,Mobile Beta Distribution & Crash Analytics,,Mobile Beta Distribution & Crash Analytics,,AI/ML/Analytics,50,100,47,70,47,70,50,20,100,0,100,0
491,491,Acompli,2014,2013,50,50,Microsoft,AI/ML/Analytics,"Acompli empowers professionals to do more with advanced email, full calendaring, easy file sharing and all your important people in one fast, easy-to-use app.","Android, Email, Enterprise Software, Internet, iOS, Mobile, SaaS, Security",Mobile Email Apps,,AI/ML/Analytics,50,100,59,40,59,40,50,20,100,0,100,0
492,492,Aorato,2014,2012,50,50,Microsoft,Security,"Aorato protects your organization and Active Directory by automatically learning, profiling and predicting entity behavior.","Computer, Network Security, Security",Enterprise Security & machine learning,,Security,50,100,46,44,46,44,50,20,100,0,100,0
493,493,Mojang,2014,2010,100,100,Microsoft,Hardware,Swedish independent video game developer,"Developer Platform, Gaming, Video Games",Video games,2500000000,Hardware,50,100,58,74,58,74,50,20,100,0,100,0
494,494,Inception Mobile Inc.,2014,2009,25,50,Microsoft,Software,Software,,Software,,Software,50,100,47,43,47,43,50,20,100,0,100,0
495,495,InMage,2014,2001,100,100,Microsoft,AR/VR,InMage is a software vendor developing and delivering disk-based and scalable business application recovery solutions.,"Enterprise Software, SaaS, Security",Disaster recovery solutions,,Software,50,100,53,51,53,51,50,20,100,0,100,0
496,496,SyntaxTree,2014,2011,10,50,Microsoft,AR/VR,"SyntaxTree offers UnityVS, a Visual Studio plugin for developers that use the cross-platform Unity framework to write their games.","Developer Tools, Enterprise Software, Gaming",Developer tools,,Software,50,100,43,46,43,46,50,20,100,0,100,0
497,497,GreenButton,2014,2006,50,50,Microsoft,AR/VR,Specializes in high performance cloud computing.,"Cloud Computing, Enterprise Software, Infrastructure",Cloud computing,,Software,50,100,53,54,53,54,50,20,100,0,100,0
498,498,Capptain,2014,2008,10,50,Microsoft,AI/ML/Analytics,Capptain helps its clients improve their ROI on mobile and web apps.,"Analytics, Android, CRM, Information Services, Information Technology, iOS, Mobile, SaaS",(Mobile) application development,,AI/ML/Analytics,50,100,50,53,50,53,50,20,100,0,100,0
499,499,Parature,2014,2000,100,100,Microsoft,AR/VR,Parature provides on-demand customer service software,"Cloud Storage, Customer Service, Internet, Software",Customer service software,100000000,Software,50,100,57,64,57,64,50,20,100,0,100,0
500,500,Apiphany,2013,2012,50,50,Microsoft,AR/VR,Apiphany is a leading provider of API management and delivery solutions.,"Cloud Computing, Consumer Electronics, Developer APIs, Internet, SaaS, Software",API management,,Software,50,100,44,56,44,56,50,20,100,0,100,0
501,501,HLW Software,2013,2002,50,50,Microsoft,AR/VR,Provides mobile business solutions for remote desktop access.,"Consumer Electronics, Software",RDP applications,,Software,50,100,42,72,42,72,50,20,100,0,100,0
502,502,Nokia mobile phones unit,2013,1885,10000,1000,Microsoft,AR/VR,Nokia is a Finnish multinational communications corporation,"Enterprise Software, Mobile, Telecommunications","Mobile phones, smartphones",7200000000,Software,50,100,60,64,60,64,50,20,100,0,100,0
503,503,InRelease,2013,2008,50,50,Microsoft,AR/VR,InRelease is a product created by InCycle for automatically deploying application components to target services in different environments.,Software,Release management,,Software,50,100,55,58,55,58,50,20,100,0,100,0
504,504,Netbreeze,2013,1999,50,50,Microsoft,Software,Social analytics,"Information Technology, Social Media, Social Media Management",Social analytics,,Software,50,100,59,61,59,61,50,20,100,0,100,0
505,505,MetricsHub,2013,2012,10,50,Microsoft,AR/VR,MetricsHub offers cloud monitoring that keeps web applications up and running for the lowest possible cost.,"Big Data, Cloud Computing, Cloud Management, Software",Cloud monitoring,,Software,50,100,45,61,45,61,50,20,100,0,100,0
506,506,Pando Networks,2013,2004,50,50,Microsoft,Media/Ad/Content,Pando Networks improves the delivery performance of online media assets.,"Content Delivery Network, Video, Video Streaming",Peer-to-peer (P2P) media distribution,,Media/Ad/Content,50,100,45,59,45,59,50,20,100,0,100,0
507,507,id8 Group R2 Studios,2013,2011,25,50,Microsoft,Software,id8 Group R2 Studios develops automation technology solutions for houses.,Information Technology,Home automation,,Software,50,100,60,77,60,77,50,20,100,0,100,0
508,508,MarketingPilot,2012,2001,25,50,Microsoft,AR/VR,MarketingPilot provides Integrated Marketing Management solutions.,Software,Marketing automation firm,,Software,50,100,56,73,56,73,50,20,100,0,100,0
509,509,StorSimple,2012,2009,10000,1000,Microsoft,AR/VR,StorSimple has developed an application-optimized hybrid storage solution.,"Cloud Storage, Enterprise, Enterprise Software",Cloud-storage appliance vendor,,Software,50,100,40,50,40,50,50,20,100,0,100,0
510,510,PhoneFactor,2012,2001,50,50,Microsoft,AR/VR,PhoneFactor provides tokenless two-factor authentication using phones.PhoneFactor became Windows Azure Multi-Factor Authentication. ,"Cloud Computing, Enterprise Software, Information Technology",Two-factor authentication system,,Software,50,100,40,79,40,79,50,20,100,0,100,0
511,511,Perceptive Pixel,2012,2006,50,50,Microsoft,Media/Ad/Content,"Perceptive Pixel engages in R&D and production of multi-touch interfaces for brainstorming, collaboration and interactive presentations.","Broadcasting, Collaboration, Security",Multi touch hardware,,Media/Ad/Content,50,100,45,63,45,63,50,20,100,0,100,0
512,512,Yammer,2012,2008,500,500,Microsoft,AR/VR,"Yammer is an enterprise social network that enables employees to collaborate across departments, geographies and business applications.","Collaboration, Enterprise Software, Messaging, Social Network",Social networking,1200000000,Software,50,100,43,69,43,69,50,20,100,0,100,0
513,513,Videosurf,2011,2006,50,50,Microsoft,AR/VR,"VideoSurf, a video discovery company, combines social insights with computer vision technology to search and identify videos on any device.","Hardware, Mobile Apps, Social, Video",Video search,100000000,Software,50,100,57,44,57,44,50,20,100,0,100,0
514,514,Prodiance,2011,2005,50,50,Microsoft,AR/VR,"Prodiance Corporation offers enterprise risk management solutions to analyze risk, access databases, and manage user-developed applications.","Database, Risk Management, Software",Software,,Software,50,100,57,40,57,40,50,20,100,0,100,0
515,515,Skype Technologies,2011,2003,5000,1000,Microsoft,AR/VR,Skype provides a telecommunications platform that offers free video chat and voice calls to internet-connected devices.,"Mobile, Software, Telecommunications, Video Chat",Telecommunications,8500000000,Software,50,100,45,50,45,50,50,20,100,0,100,0
516,516,"Canesta, Inc.",2010,1999,10,50,Microsoft,AR/VR,Canesta develops electronic perception technology-based 3D representational products.,"3D Technology, Electronics, Hardware, Software",3-D sensing technology,,Software,50,100,46,40,46,40,50,20,100,0,100,0
517,517,"AVIcode, Inc.",2010,1998,100,100,Microsoft,AR/VR,AVIcode is a provider of application monitoring solutions for the Microsoft .NET Framework.,"Application Performance Management, Enterprise Software, Information Technology",.Net monitoring technology,,Software,50,100,48,42,48,42,50,20,100,0,100,0
518,518,Opalis Software,2009,1999,100,100,Microsoft,AR/VR,"Opalis Software provides comprehensive IT process automation solutions in physical, virtual and cloud infrastructures for enterprises.","Cloud Infrastructure, Enterprise Software, Information Technology",Software,,Software,50,100,56,64,56,64,50,20,100,0,100,0
519,519,"Sentillion, Inc.",2009,1998,100,100,Microsoft,AR/VR,Sentillion offers identity and access management technology solutions for caregivers in hospitals and healthcare organizations.,"Health Care, Hospital, Wellness",Identity and Access Management Software for Healthcare,,Software,50,100,49,50,49,50,50,20,100,0,100,0
520,520,Interactive Supercomputing,2009,2004,50,50,Microsoft,AR/VR,"Interactive Supercomputing develops Star-P, an interactive parallel computing platform for applications in laboratory research sectors.","Cloud Computing, Enterprise Software, Financial Services",Software,,Software,50,100,59,61,59,61,50,20,100,0,100,0
521,521,Rosetta Biosoftware,2009,1997,10,50,Microsoft,Software,"Rosetta Biosoftware offers life science informatics solutions that enable advancements in biological research, drug discovery, and more.","Biotechnology, Internet",Bioinformatics solutions for life science research,,Software,50,100,49,40,49,40,50,20,100,0,100,0
522,522,BigPark,2009,2007,50,50,Microsoft,Hardware,Video gaming group,"Developer Tools, Gaming, Video Games",Interactive online gaming,,Hardware,50,100,47,80,47,80,50,20,100,0,100,0
523,523,3DV Systems,2009,1997,50,50,Microsoft,AR/VR,Video imaging technologies,Software,"Developer of ZCam, a time-of-flight camera",35000000,Software,50,100,54,60,54,60,50,20,100,0,100,0
524,524,DATAllegro,2008,2003,10,50,Microsoft,Hardware,DATAllegro provides integrated data warehousing services.,"Developer Tools, Gaming, Video Games",Data software,,Hardware,50,100,41,50,41,50,50,20,100,0,100,0
525,525,Powerset,2008,2005,100,100,Microsoft,AR/VR,Powerset is a search engine focused on in-depth natural language processing.,"Internet, Natural Language Processing, Search Engine",Semantic Search,,Software,50,100,54,64,54,64,50,20,100,0,100,0
526,526,Mobicomp,2008,2000,50,50,Microsoft,Software,"MobiComp develops software that enables users to back-up, share and discover content on mobile phones.",Mobile ,Mobile applications,,Software,50,100,49,64,49,64,50,20,100,0,100,0
527,527,Navic Networks,2008,2000,10,50,Microsoft,Hardware,Navic Networks develops tools that TV advertisers can use to target ads at specific digital cable subscribers and measure their responses.,"Advertising, Developer Tools, Social Network",Management software,,Hardware,50,100,51,42,51,42,50,20,100,0,100,0
528,528,Quadreon,2008,2003,25,50,Microsoft,Software,Software,,Software,,Software,50,100,51,51,51,51,50,20,100,0,100,0
529,529,Kidaro,2008,2004,50,50,Microsoft,AR/VR,Kidaro provides desktop virtualization solutions for enterprises.,"Enterprise, Enterprise Software, Virtualization",Software,,Software,50,100,60,66,60,66,50,20,100,0,100,0
530,530,Fast Search & Transfer,2008,1997,25,50,Microsoft,AR/VR,"Fast offers an enterprise search platform that enables businesses and government organizations to access, retrieve and analyze information.","Enterprise Software, Government, Search Engine",Enterprise search[clarification needed],1191000000,Software,50,100,42,71,42,71,50,20,100,0,100,0
531,531,Danger,2008,1999,500,500,Microsoft,AR/VR,Danger provides the software platform and hardware behind T-Mobileí_í‚_í_í‚_í_Œ‚í_Œ_s Sidekick phone.,"Hardware, Mobile, Software",Mobile Internet software,500000000,Software,50,100,60,70,60,70,50,20,100,0,100,0
532,532,Farecast,2008,2003,50,50,Microsoft,Software,Farecast is an online service that provides users with intelligent airfare predictions.,"Tourism, Transportation, Travel",Online search software,75000000,Software,50,100,42,58,42,58,50,20,100,0,100,0
533,533,90 Degree Software,2008,2005,25,50,Microsoft,Software,"90 Degree Software develops business intelligence solutions. It offers Radius90, a reporting solution, which enables developers and",Business Intelligence,Business intelligence software,,Software,50,100,45,49,45,49,50,20,100,0,100,0
534,534,Komoku,2008,2004,25,50,Microsoft,AR/VR,Advanced malware detection,"Security, Software",Rootkit security software,5000000,Software,50,100,60,78,60,78,50,20,100,0,100,0
535,535,Rapt,2008,1998,100,100,Microsoft,AR/VR,"Rapt offers media monetization solutions, technology, and strategic advisory services for media companies.","Advice, Enterprise Software, Service Industry",Advertising yield management software,,Software,50,100,60,75,60,75,50,20,100,0,100,0
536,536,YaData,2008,2005,10000,1000,Microsoft,AI/ML/Analytics,YaData provides ad targeting software enabling marketers to micro-segment consumers.,"Ad Targeting, Advertising, Analytics",Software,,AI/ML/Analytics,50,100,60,58,60,58,50,20,100,0,100,0
537,537,Caligari Corporation,2008,1986,50,50,Microsoft,Media/Ad/Content,3D Modeling,"3D Technology, Fashion, commerce",Software,,Media/Ad/Content,50,100,45,69,45,69,50,20,100,0,100,0
538,538,Calista Technologies,2008,2006,10,50,Microsoft,AR/VR,Calista Technologies provides virtual device solutions for Windows.,"Enterprise Software, Information Technology, Virtualization",Software,,Software,50,100,45,63,45,63,50,20,100,0,100,0
539,539,Multimap.com,2007,1995,25,50,Microsoft,Software,"Multimap provides mapping and location-based services. The company delivers online maps, point-to-point driving directions and geo-spatial","Local, Location Based Services, Mapping Services, internet",Mapping,,Software,50,100,44,75,44,75,50,20,100,0,100,0
540,540,Musiwave,2007,2000,10,50,Microsoft,Software,Musiwave is a mobile entertainment company.,"Mobile, Music",Mobile music entertainment,,Software,50,100,44,69,44,69,50,20,100,0,100,0
541,541,HOB Business Solutions,2007,2002,25,50,Microsoft,Software,Information technology,,Information technology,,Software,50,100,48,48,48,48,50,20,100,0,100,0
542,542,Global Care Solutions-Assets,2007,1984,10,50,Microsoft,AR/VR,"Global Care Solutions (GCS), a privately held company based in Bangkok, Thailand, develops enterprise-class health information systems.","Enterprise Software, Health Care, Management Information Systems",Assets,,Software,50,100,54,77,54,77,50,20,100,0,100,0
543,543,Parlano,2007,2000,25,50,Microsoft,AR/VR,"Parlano offers MindAlign, which is an enterprise-level team collaboration and messaging product for businesses.","Collaboration, Enterprise Software, Messaging",Enterprise messaging software,,Software,50,100,59,56,59,56,50,20,100,0,100,0
544,544,Jellyfish.com,2007,2005,10,50,Microsoft,AR/VR,"jellyfish offers a platform that enables its users to search, shop, and earn commissions from buying on their website.","Product Search, Social Media",Search engine,,Media/Ad/Content,50,100,40,54,40,54,50,20,100,0,100,0
545,545,AdECN,2007,2003,100,100,Microsoft,AR/VR,"AdECN is an automated, real-time, auction-based, neutral exchange for buying and selling online display advertising.","Advertising, Real Time, Software",Ad Exchange,,Software,50,100,47,47,47,47,50,20,100,0,100,0
546,546,aQuantive,2007,1997,25,50,Microsoft,Media/Ad/Content,aQuantive is an advertising network that provides digital marketing and technology solutions.,"Ad Network, Advertising",Digital marketing,6333000000,Media/Ad/Content,50,100,59,53,59,53,50,20,100,0,100,0
547,547,Savvis Inc-Data Centers,2007,2002,25,50,Microsoft,Software,Networking,,Networking,200000000,Software,50,100,59,48,59,48,50,20,100,0,100,0
548,548,Stratature,2007,2001,10,50,Microsoft,AR/VR,Stratature provides master data management software for large and small enterprises. The companyí_í‚_í_Œ‚ŒëŒ¢í_í‚_í_Œ‚í__í_í‚Œëíˆí_í‚_í_Œ‚í_íåí_Œ‚ŒëŒ¢s software offers centralized enterprise,Software,Master Data Management,,Software,50,100,43,45,43,45,50,20,100,0,100,0
549,549,Engyro,2007,2000,10,50,Microsoft,AR/VR,"Engyro provides software solutions to integrate, consolidate, and simplify IT operations.",Software,Information technology,,Software,50,100,55,68,55,68,50,20,100,0,100,0
550,550,SoftArtisans,2007,1996,50,50,Microsoft,AI/ML/Analytics,SoftArtisans develops enterprise software for users to harness the data and insights needed to maximize productivity.,"Consulting, Enterprise Software, Training",Business Intelligence software,,AI/ML/Analytics,50,100,59,45,59,45,50,20,100,0,100,0
551,551,ScreenTonic,2007,2001,10,50,Microsoft,AR/VR,Screen Tonic offers a solution spanning from ad serving technology to ad management and mobile media sales.,"Ad Server, Advertising, Mobile, Software",Advertising and marketing,,Software,50,100,46,73,46,73,50,20,100,0,100,0
552,552,Tellme Networks,2007,1999,25,50,Microsoft,AR/VR,"Tellme Network is a developer of voice recognition software that offers information on movies, sports, news, stock quotes, and weather.","Information Services, Software, Speech Recognition",Mobile phone software,,Software,50,100,44,56,44,56,50,20,100,0,100,0
553,553,devBiz Business Solutions,2007,2001,10000,1000,Microsoft,AR/VR,devBiz Business Solutions offers software development tools.,Software,Software tools,,Software,50,100,44,43,44,43,50,20,100,0,100,0
554,554,Medstory,2007,1998,10,50,Microsoft,AR/VR,Medstory is a search startup offering a vertical search engine for health-related information.,"Advertising, Health Care, SEO",Internet search engine,,Media/Ad/Content,50,100,57,78,57,78,50,20,100,0,100,0
555,555,Colloquis,2006,2000,25,50,Microsoft,AR/VR,"Colloquis created conversation-based interactive customer service agents, distributed via instant messaging platforms.","Messaging, Software",Natural language software,,Software,50,100,43,67,43,67,50,20,100,0,100,0
556,556,DesktopStandard,2006,1997,50,50,Microsoft,AR/VR,DesktopStandard Corporation develops Group Policy-based enterprise desktop management products.,"Computer, Developer Platform, Enterprise Software",Applications,,Software,50,100,53,52,53,52,50,20,100,0,100,0
557,557,Gteko,2006,1992,25,50,Microsoft,AR/VR,"Gteko, Ltd. provides networking and support software solutions for the digital homes",Software,Applications,,Software,50,100,56,53,56,53,50,20,100,0,100,0
558,558,Whale Communications,2006,1998,25,50,Microsoft,AR/VR,"Whale Communications is a provider of secure access products, such as SSL, VPN, and Web application firewalls.","Internet, Security, Software, Web Apps",Applications,,Software,50,100,42,71,42,71,50,20,100,0,100,0
559,559,Winternals Software,2006,1996,100,100,Microsoft,AR/VR,"Winternals was the parent company operating Sysinternals, a web-based software featuring several freeware tools to administer monitor, and",Software,Software,,Software,50,100,55,66,55,66,50,20,100,0,100,0
560,560,Softricity,2006,1999,10000,1000,Microsoft,AR/VR,"Softricity offers application virtualization, intelligent on-demand streaming and policy-based management technologies.","Enterprise Software, Management Information Systems, Virtualization",application virtualization software,,Software,50,100,51,79,51,79,50,20,100,0,100,0
561,561,iView Multimedia,2006,1996,25,50,Microsoft,AR/VR,iView Multimedia is a development company that specializes in products for the Macintosh platform.,Software,Digital asset management,,Software,50,100,54,44,54,44,50,20,100,0,100,0
562,562,ProClarity,2006,1995,250,250,Microsoft,AI/ML/Analytics,ProClarity develops advanced analysis and visualization technologies for Microsoft software.,"Analytics, Business Intelligence, Software",Analysis software,,AI/ML/Analytics,50,100,48,50,48,50,50,20,100,0,100,0
563,563,DeepMetrix,2006,1992,25,50,Microsoft,AI/ML/Analytics,DeepMetrix Corporation engages in the research and development of real-time applications. It provides Web analytics and data mining.,"Analytics, Business Intelligence, Software",Web log analysis,,AI/ML/Analytics,50,100,48,69,48,69,50,20,100,0,100,0
564,564,Massive Incorporated,2006,1995,25,50,Microsoft,Media/Ad/Content,Massive is the developer of video game network for in-game advertising.,"Advertising, Gaming, Video Games",Video game advertising,,Media/Ad/Content,50,100,48,53,48,53,50,20,100,0,100,0
565,565,Vexcel,2006,1985,100,100,Microsoft,Software,Vexcel Corp. is a remote sensing company.,Information Technology,Mapping software,,Software,50,100,45,48,45,48,50,20,100,0,100,0
566,566,AssetMetrix,2006,2000,25,50,Microsoft,AR/VR,AssetMetrix Corporation provides subscription-based business intelligence services for PC assets.,Software,Enterprise software,,Software,50,100,52,41,52,41,50,20,100,0,100,0
567,567,Lionhead Studios,2006,1997,100,100,Microsoft,AR/VR,"Lionhead Studios is a softwarde-based video game developer whose major releases include Black & White, (I and II).","Software, Video Games",Video games,,Software,50,100,49,64,49,64,50,20,100,0,100,0
568,568,Apptimum,2006,1998,25,50,Microsoft,AI/ML/Analytics,Apptimum is a company that develops software to ease the transfer of applications to new computers.,"Innovation Management, Intelligent Systems, Retail Technology, Software",Software,,AI/ML/Analytics,50,100,44,44,44,44,50,20,100,0,100,0
569,569,Onfolio,2006,2002,25,50,Microsoft,AR/VR,"Onfolio is a PC application for collection, organizing and sharing information found online.",Software,Internet software,,Software,50,100,57,65,57,65,50,20,100,0,100,0
570,570,MotionBridge,2006,2000,10,50,Microsoft,AR/VR,Motion Bridge was a search engine developed specifically for the mobile network.,"Mobile, SEO, Software",Search,17858000,Software,50,100,59,57,59,57,50,20,100,0,100,0
571,571,Seadragon Software,2006,2003,25,50,Microsoft,AR/VR,Seadragon is a web-optimized visualization technology that allows graphics and photos to be browsed smoothly regardless of their size.,Software,Software,,Software,50,100,43,47,43,47,50,20,100,0,100,0
572,572,UMT-Software and IP Assets,2006,2001,25,50,Microsoft,Software,Software,,Software,,Software,50,100,60,41,60,41,50,20,100,0,100,0
573,573,5th Finger,2005,2000,25,50,Microsoft,Software,Mobile,,Mobile,3153000,Software,50,100,47,53,47,53,50,20,100,0,100,0
574,574,media-streams.com,2005,2001,10,50,Microsoft,AR/VR,"Media-streams.com was a software company based in Zurich, Switzerland, that developed communications applications based on voice over","Mobile, Software, Video Streaming, VoIP",Software,,Software,50,100,41,46,41,46,50,20,100,0,100,0
575,575,Alacris,2005,2000,25,50,Microsoft,AR/VR,Alacris provides advanced identification and access security software and certificate management products.,"Security, Software",Certificate management software,,Software,50,100,55,55,55,55,50,20,100,0,100,0
576,576,FrontBridge Technologies,2005,1999,10,50,Microsoft,AI/ML/Analytics,"Frontbridge Technologies provides electronic messaging and security services for email archiving, spam filtering, and disaster recovery.","Email, Software",Email protection,,AI/ML/Analytics,50,100,55,80,55,80,50,20,100,0,100,0
577,577,Teleo,2005,2004,10,50,Microsoft,AR/VR,VoIP,"Mobile, Software, VoIP",VoIP,,Software,50,100,47,54,47,54,50,20,100,0,100,0
578,578,Sybari Software,2005,1995,10,50,Microsoft,AI/ML/Analytics,"Sybari Software secures the information workplace with anti-virus, anti-spam and content-filtering technologies.","Email, Security, Software",Software,,AI/ML/Analytics,50,100,60,52,60,52,50,20,100,0,100,0
579,579,Tsinghua-Shenxun-Cert Asts,2005,2000,25,50,Microsoft,Software,Certain assets,,Certain assets,15000000,Software,50,100,49,68,49,68,50,20,100,0,100,0
