Id,AcquiredBy,Acquisition date,Company,Business,Country,Value (USD),Derived products,Categories,Founded,Size,Size(modified),Description,BroadCategory
446,Amazon,1999,Ashford.com,"Ashford.com, retailer of luxury products â€“ Amazon acquired a 16.6 percent stake",,N/A,,to delete since not majority purchase,,,25,,
447,Amazon,1999,Leep Technology Inc.,"Leep Technology Inc., developer of on-line database query tools and CRM software",,N/A,,not provided,,,25,"A developer of data mining, customer relationship management, and data warehouse software Company.",
448,Amazon,1998,PlanetAll,"PlanetAll, a reminder service based in Cambridge, Massachusetts",,N/A,,"Internet, Social Media, Web Development",1996,,25,"PlanetAll provides a unique Web-based address book, calendar, and reminder service.",
449,Amazon,1998,Junglee,"Junglee, an XML-based data mining startup based in Sunnyvale",,N/A,,"E-Commerce, Retail, Shopping",1996,10,10,Junglee is an Amazon service in India that works with buyers and sellers of online goods.,
450,Amazon,1998,Bookpages.co.uk,"Bookpages.co.uk, a UK online book retailer, which became Amazon UK on October 15, 1998",,N/A,,not provided,,,25,Bookpages is a company that was acquired by Amazon in 1998. Amazon.com Acquires Three Leading Internet Companies http://phx.corporate-ir.net/phoenix.zhtml?c=176060&p=irol-newsArticle&ID=502989,
451,Amazon,1998,Telebook,"Telebook (www.telebuch.de) was Germany's leading online bookstore, it became Amazon's German online store",,N/A,,not provided,,,25,Telebook longtime local expertise in online bookselling in Germany.,
452,Amazon,1998,Internet Movie Database,Internet Movie Database (IMDb),,N/A,,"Content, Media and Entertainment, TV",1990,50,50,"IMDb is a searchable online database containing millions of content related to movies, TV shows, celebrities, and crew.",
453,Microsoft,2018,Playfab,Gaming backend service,United States,N/A,,"Cloud Data Services, Developer Tools, PaaS, PC Games",2014,50,50,"PlayFab is a cloud-based provider of tools and services for building and managing online games. office.com/setupPlayFab offers services like profile management, multiplayer servers, and matchmaking, in-game commerce and marketplaces, deep analytics, server operations and management and much more. The experienced team at PlayFab is dedicated to arming the most creative game talent with state-of-the-art backend services and tools so they can focus on the fun while staying competitive in todayâ€™s market.",
454,Microsoft,2017,SWNG,Cinemagraphic photo app,United States,N/A,,"Apps, Photography, Software",2014,,25,"Swing Technologies are makers of the acclaimed 'living photo' app SWNG. Swing Technologies was founded by Tommy Stadlen and Frederick Blackford in 2014. Based in San Francisco and New York, Swing's mission is to reimagine the photograph. Its debut app SWNG allows users to create interactive 'living photos'. The result is a new visual medium to stand alongside photos and videos. SWNG has been featured by Apple as the top featured product on the App Store, and in Apple retail stores across the world.",
455,Microsoft,2017,AltspaceVR,Virtual reality,United States,N/A,,"Digital Media, Virtual Reality, Virtualization",2013,50,50,"AltspaceVR is a virtual reality software company.office.com/setup AltspaceVR is bringing two-dimensional web content into shared virtual spaces, and extending the web to create fully holographic experiences. Through the software users will be able to watch streaming video, play games, and get work done, together and entirely inside of virtual reality. The software is powered by, and fully embraces, the modern open web.",
456,Microsoft,2017,Cycle Computing,Cloud HPC,United States,N/A,,"Cloud Computing, Software",2005,100,100,"Cycle Computing makes deploying high performance computing on internal grids, virtualized environments, and in the cloud easy. Cycle Computing, an employee-owned company, was started in 2005 to help clients quantify, manage, and improve utilization.",
457,Microsoft,2017,Cloudyn,Cloud Business Management,Israel,"$50,000,000",,"Cloud Computing, Cloud Infrastructure, Cloud Management, Enterprise Software, IaaS, PaaS, SaaS",2012,100,100,"Cloudyn is a multi-cloud business management solution that enables enterprises to make data-driven, business decisions regarding their cloud strategy and efficiency.",
458,Microsoft,2017,Hexadite,Cybersecurity,Israel,"$100,000,000",,"Computer, Cyber Security, Network Security, Security",2014,50,50,"Hexadite is changing the way cyber incident response is done, with a fully automated incident response solution that enables organizations to investigate every cyber-alert they receive and close out incidents in minutes, even seconds. Built from the ground up, the Hexadite Automated Incident Response Solution (AIRSâ„¢) maximizes an enterpriseâ€™s ability to investigate all cyber-alerts, uncover hidden threats and remediate the full extent of a breach to increase the organizationâ€™s productivity, reduce ongoing costs, and strengthen the organization's overall security.",
459,Microsoft,2017,Intentional Software,Collaborative Productivity Platform,United States,N/A,,"Collaboration, Productivity Tools, Software",2002,100,100,Intentional Software Corporationâ€™s mission is to make the worldâ€™s knowledge more accessible and useful. They are creating the next generation of knowledge work by combining knowledge processing with group productivity. Their focus is to improve productivity and accelerate innovation by empowering knowledge workers to work more effectively with software programmers.,
460,Microsoft,2017,Deis,Container Management,United States,N/A,,"Computer, Software",2015,50,50,Deis Workflow is an open source PaaS that makes it easy to deploy and manage applications on your own servers. Workflow builds upon Kubernetes and Docker to provide a lightweight PaaS with a Heroku-inspired workflow.,
461,Microsoft,2017,Simplygon,3D Gaming,Sweden,N/A,,"3D Technology, Computer, Gaming",2006,50,50,"Donya Labs (T/A Simplygon), creators of Simplygonâ„¢ SDK, is the leading provider of automatic 3D-optimization tools for the games industry. Privately held, founded in 2006 and headquartered in Sweden, Donya is the premier developer and provider of automatic 3D-optimization solutions.",
462,Microsoft,2017,Maluuba,Artificial Intelligence,Canada,N/A,,"Artificial Intelligence, Machine Learning, Natural Language Processing, Speech Recognition",2011,50,50,"Our vision is a world where intelligent machines work hand-in-hand with people to advance the collective intelligence of the human species and bring about positive social and economic impacts. Weâ€™re an early leader in using deep learning and deep reinforcement learning to solve language-understanding problems and in training machines to model decision-making capabilities of the human brain. Maluuba is backed by an accomplished team of leading investors and some of the most respected researchers in the fields of artificial intelligence and deep learning. We partner with the worldâ€™s largest organizations in communications, customer experience, technology, automotive and professional services.",
463,Microsoft,2016,LinkedIn,Professional Networking Service,United States,"$26,200,000,000",,"Professional Networking, Professional Services, Social Media, Social Recruiting",2002,5000,5000,"LinkedIn is a professional networking site that allows its members to create business connections, search for jobs, and find potential clients. The site also enables its users to build and engage with their professional networks; access shared knowledge and insights; and find business opportunities. It offers LinkedIn mobile applications across various platforms and languages such as iOS, Android, Blackberry, Nokia Asha, and Windows Mobile; a public website that allows developers to integrate its content and services into their applications; and a set of embeddable widgets to allow web developers to include content from the companyâ€™s network into their websites and applications. In addition, the company provides talent solutions, including LinkedIn Corporate Solutions that enables enterprises and professional organizations to find, contact, and hire qualified candidates; LinkedIn Jobs that allows enterprises and professional organizations to advertise job opportunities on the companyâ€™s network; and Subscriptions which enables recruiters and hiring managers to find, contact, and manage potential candidates. It also offers LinkedIn Ads, a self-service platform that enables advertisers to build and target their advertisements at its members; Enterprise, a marketing solution to target larger advertisers that receive dedicated account management and additional marketing solutions; and Sponsored Updates that enables advertisers to share and amplify content marketing messages. Additionally, LinkedIn provides premium subscriptions for general professionals to manage their professional identities. LinkedIn was founded in 2002 and is headquartered in Mountain View, California.",
464,Microsoft,2016,Genee,AI-powered scheduling assistant service,United States,N/A,,"Apps, Artificial Intelligence, Developer Tools, Machine Learning, Mobile",2014,10,10,"Genee is a powerful virtual scheduling assistant based on artificial intelligence. Genee can coordinate the best times to meet between people and track responses. Genee is also a powerful reminder service that works as a Facebook Messenger bot, communicating and reminding you over Facebook Messenger.",
465,Microsoft,2016,Beam (now known as Mixer),Video game streaming,United States,N/A,,"Advertising, Gaming, Internet, Video Streaming",2014,10,10,"Mixer, formerly Beam, offers gaming live-streams made interactive. Mixer gives viewers a window into streamer's game worlds, allowing you to do everything from striking lightning down, to generating the level's terrain. Mixer is a next-generation live streaming platform for gamers that lets viewers participate in the gameplay itself.Instead of sitting idle, viewers get to engage with the content directly, creating quests, choosing weapons, or even acting as characters within the game world.",
466,Microsoft,2016,Solair,Internet of Things platform,Italy,N/A,,"Information Technology, SaaS, Software",2011,50,50,"Solair, an Italian company that has been delivering innovative Internet of Things (IoT) services to customers across a number of industries, including manufacturing, retail, food & beverage and transportation.",
467,Microsoft,2016,Xamarin,Mobile application development,United States,N/A,,"Android, Developer Tools, iOS, Mobile, Software, Test and Measurement",2011,500,500,"Xamarin's mission is to make it fast, easy and fun to build great mobile apps by providing the best software development tools in the world, including Xamarin Platform, Xamarin Test Cloud, and Xamarin Insights. Xamarin is the new standard for enterprise mobile development. No other platform enables businesses to reach all major devicesâ€”iOS, Android, Mac and Windowsâ€”with 100% fully native apps from a single code base. With Xamarin, businesses standardize mobile app development in C#, share up to 100% source code across platforms, and leverage their existing skills, teams, tools and code to rapidly deliver great apps with broad reach. Xamarin is used by over 700,000 developers from more than 100 Fortune 500 companies, with customers in 120 countries including Microsoft, Kimberly-Clark, Dow Jones, Schindler, McKesson, Halliburton, Cognizant, GitHub, Rdio and WebMD, to accelerate the creation of mission-critical consumer and enterprise apps.",
468,Microsoft,2016,Groove,Music Discovery,Canada,N/A,,,,,25,,
469,Microsoft,2016,SwiftKey,"SwiftKey, a keyboard productivity application",United Kingdom,"$250,000,000",,"Android, Artificial Intelligence, iOS, Mobile, Software",2008,250,250,"SwiftKey is a technology company that aims to enhance interaction between keyboards and people. It upgrades smartphone keyboards to make typing faster, by utilizing artificial intelligence to learn from each user in order to autocorrect and predict their next word. The SwiftKey Keyboard for Android supports more than 80 languages.",
470,Microsoft,2016,Teacher Gaming LLC,Education software,Finland,N/A,,"Casual Games, E-Learning, Education, Gaming",2011,10,10,"TeacherGaming is an independent game development company that expands game-based learning into classrooms worldwide. Its product lineup includes educational versions of the award-winning games Minecraft and Kerbal Space Program, which have been praised by gamers, parents, and teachers alike. TeacherGaming began by modifying Minecraft to meet the needs of teachers and quickly realized that there was a huge demand for this type of product. In 2013, TeacherGaming announced its second game, Kerbal Space Program. It is based in New York, N.Y.",
471,Microsoft,2015,"Talko, Inc.",Mobile communications,United States,N/A,,Software,2012,10,10,"Talko builds software and services for communications and social productivity, focused on new usage scenarios enabled by cloud-connected mobile devices. We are currently in pre-release product development.",
472,Microsoft,2015,Metanautix,Big Data Analytics,United States,N/A,,"Analytics, Big Data, Internet",2012,50,50,"Metanautix helps large enterprises navigate oceans of data. Our mission is to integrate the data supply chain and enable organizations to transform their information assets into better decisions and new products. Metanautix is a stealth-mode company, comprised of world-class engineering talent, and backed by some of the most prominent venture capitalists in Silicon Valley.",
473,Microsoft,2015,Secure Islands Technologies Ltd.,Data protection,Israel,N/A,,"Computer, Network Security, Security",2006,100,100,"Secure Islands develops and markets advanced Information Protection and Control (IPC) solutions for the borderless enterprise. Offering policy-driven classification and protection for unstructured data, Secure Islands lays the foundation for sensitive information security in enterprises as they shift from perimeter defense to persistent protection. Secure Islands' holistic approach literally redefines information security and assists the enterprise in regaining control by identifying, classifying and protecting sensitive information throughout its lifecycle. Founded in 2006 and headquartered in Israel, the companyâ€™s solutions are deployed in top-tier Fortune 500 firms and government agencies worldwide. For more information, please visit www.secureislands.com.",
474,Microsoft,2015,"Mobile Data Labs, Inc.","MileIQ, a mileage tracking application",United States,N/A,,"Analytics, Mobile, Mobile Apps",2012,,25,"Mobile Data Labs, Inc. provides MileIQ, a mileage-tracking mobile application. The companyâ€™s application captures, logs, and calculates miles that the user drives, as well as stores the drive log in cloud. It serves primarily independent contractors, consultants, real estate agents, and business owners. The company was incorporated in 2012 and is headquartered in San Francisco, California.",
475,Microsoft,2015,Telekinesys Research Ltd.,Game technology vendor,Ireland,N/A,,,,,25,,
476,Microsoft,2015,Adxstudio Inc.,Web portal and application lifecycle management solutions,Canada,N/A,,Information Technology,1998,10000,10000,"Founded in 1998, as a privately owned and operated company under the trade name AppDepot Web Services Inc. Originally headquartered in Regina SK Canada with offices in Calgary AB, Toronto ON and U.S. headquarters in Redmond WA. Adxstudio began offering software products to the Microsoft software community in 2001 and became a Microsoft Gold Application Development and Customer Relationship Management competency partner. Adxstudio was acquired by Microsoft Corporation in Q4 CY 2015.",
477,Microsoft,2015,"Double Labs, Inc.",Mobile lock screen software,United States,N/A,,Information Technology,2013,,25,"Double Labs, a startup based in Palo Alto, California that created the popular Android app Echo Notification Lockscreen.",
478,Microsoft,2015,"VoloMetrix, Inc.",Organisational analytics,United States,N/A,,"Analytics, Enterprise Software, Social Media",2011,50,50,"VoloMetrix is a people analytics technology company that uses big data to optimize organizational performance, providing executives visibility into the daily activities and relationships that propel business forward. VoloMetrixâ€™s technology helps improve companiesâ€™ organizational alignment, drive sales, and promote employee engagement. Working with Fortune 100 companies, VoloMetrix extracts and analyzes anonymous aggregated collaboration data to reveal unprecedented insights into how employee behaviors drive business outcomes. For more information, please visit: www.volometix.com.",
479,Microsoft,2015,"Incent Games, LLC",Sales-gamification,United States,N/A,,"Gamification, Sales, Web Browsers",2012,50,50,"FantasySalesTeam is a software platform that allows sales leaders to run more exciting and engaging sales contests modeled on fantasy sports. Learn more at www.fantasysalesteam.com. FantasySalesTeam was developed by sales professionals for sales professionals. It was designed by a team of software industry veterans and people that have been in the trenches by phone, foot, and plane selling and managing teams. Itâ€™s run by people that are truly passionate about helping companies drive higher performance from their sales force and who want to run a better breed of sales contest. Through dozens of discussions with sales managers and reps we identified what makes for effective and ineffective sales contests. We recognized that to run a truly great SPIFF program, a simple software platform was necessary. One thatâ€™s flexible and customizable to fit any sales environment, can monitor dozens of performance metrics without operational hassle, and rewards competitive as well as team based selling. The result is FantasySalesTeam and youâ€™ve never seen anything like it!",
480,Microsoft,2015,Adallom,Cloud security,Israel,"$320,000,000",,"Cloud Computing, Enterprise Software, Security",2012,250,250,"Founded in 2012 by cyber defense veterans, Adallom, a 2014 Gartner Cool Vendor, is a cloud access security broker which delivers visibility, governance and protection for cloud applications. Its innovative platform is simple to deploy, seamless to users, and is available as a SaaS-based or on-prem solution. Powered by SmartEngineâ„¢ advanced heuristics and backed by an elite cybersecurity research team, Adallom makes it easy to protect data in the cloud. Adallom is an abbreviation of the Hebrew saying â€œAd Halomâ€ù which literally means â€œup to hereâ€ù or â€œthe last line of defense.â€ù For more information, visit www.adallom.com or follow @adallom.",
481,Microsoft,2015,FieldOne Systems LLC,Enterprise Field Service,United States,N/A,,Industrial,2001,100,100,"In 2012, FieldOneâ€™s leadership predicted the massive disruption driven by the convergence of three interdependent trends - Mobility, Cloud, and Big Data â€“ and made a radical choice. Rather than building on their legacy software - which had served their customers so well for so long - they chose to develop a completely new solution designed from the ground up to harness the capabilities of this tidal wave of technology. Combining their teamâ€™s broad industry experience with a dedication to innovation and passion for listening to their customers, they launched Sky â€“ the agile platform for intelligent enterprise field service management. Sky provides the most comprehensive feature set, an open architecture for simplified integration, flexible deployment options, and on-demand configuration. These combined elements drive rapid implementation, maximum adaptability, and fast ROI. FieldOne's technology, and consistent collaboration between their team and their customers, is driving the success of diverse enterprises across a wide cross-section of industries.",
482,Microsoft,2015,BlueStripe Software,Application management,United States,N/A,,"IT Management, Software, Web Development",2007,50,50,"BlueStripe Software provides the next generation of transaction performance management solutions. BlueStripeâ€™s flagship product, FactFinder, is the first management tool to monitor transactions and applications together with the underlying infrastructure, enabling IT Operations to know when transactions get stuck, where they get stuck, and why.",
483,Microsoft,2015,6Wunderkinder GmbH,Wunderlist to-do list applications,Germany,N/A,,"Android, Apps, Cloud Computing, Collaboration, iOS, Software, Task Management, Web Development",2010,,25,"6Wunderkinder is a young and innovative software startup that was founded by six friends in Berlin, Germany, on 30 August 2010. 6Wunderkinder designs and develops a cloud-based, cross platform productivity application called Wunderlist, which was first launched in November 2010. Today, Wunderlist is one of the most popular productivity applications and is used by millions of people around the world.",
484,Microsoft,2015,"Datazen Software, Inc.",Mobile business intelligence & Data visualization,Canada,N/A,,Software,2002,50,50,"Datazen Software is an industry leader in mobile business intelligence and data analytics. Our mission is to help people gain insight from their data â€“ anytime, anywhere and through any device. Our products empower our customers, boost productivity and are a pleasure to use.",
485,Microsoft,2015,LiveLoop,PowerPoint collaboration,United States,N/A,,"Collaboration, Enterprise Software",2010,10,10,"LiveLoop enables real-time document collaboration within the familiar enterprise desktop environment. LiveLoop's first product is both a PowerPoint plugin and a hosted service that together enable PowerPoint users to work with each other on the same document at the same time. Instead of emailing dozens of attachments back and forth, LiveLoop users can edit their documents at any time, seeing their colleagues' edits in true keystroke-by-keystroke real time.",
486,Microsoft,2015,N-trig,Styli and pen input hardware and software,Israel,"$200,000,000",,"Computer, Hardware, Sensor, Software",1999,250,250,"Founded in 1999, N-trig is a global operation, maintaining its: R&D facility, corporate headquarters and management in Kfar Saba, Israel; sales, OEM and ISV support in Austin, Texas and San Jose, California; ODM, operations and supply chain support in Taipei, Taiwan, Tokyo, Japan and Shanghai, China. With an extensive patent portfolio, N-trig also supports a variety of applications for different market segments including consumer, education, business, healthcare, graphic and industrial design, gaming, entertainment and multimedia.",
487,Microsoft,2015,"Sunrise Atelier, Inc.",Sunrise Calendar applications,United States,"$100,000,000",,"Apps, Email, Events, Mobile",2012,50,50,"Sunrise is a free calendar app. Designed with love, Sunrise is a new experience that will make your life easier.",
488,Microsoft,2015,Revolution Analytics,Statistical computing and predictive analytics,United States,N/A,,"Analytics, Big Data, Open Source",2007,10,10,"Revolution Analytics (formerly REvolution Computing) was founded in 2007 to foster the R Community, as well as support the growing needs of commercial users. Its name derives from combining the letter ""R"" with the word ""evolution."" It speaks to the ongoing development of the R language from an open-source academic research tool into commercial applications for industrial use. Though its Revolution R products, the company aims to make the power of predictive analytics accessible to every type of user & budget. They provide free and premium software and services that bring high-performance, productivity and ease-of-use to R -- enabling statisticians and scientists to derive greater meaning from large sets of critical data in record time.",
489,Microsoft,2015,Equivio,Text Analytics Service,Israel,N/A,,"Analytics, Artificial Intelligence, Ediscovery, Machine Learning, Software, Text Analytics",2004,50,50,"Equivio develops text analysis software for the legal market. Its software is used in e-discovery and information governance. Equivio software users include DoJ, FTC, KPMG, Deloitte, and many other law firms and corporations. Many of these users work with Equivio via their networks of over 80 e-discovery service providers.",
490,Microsoft,2014,HockeyApp,Mobile Beta Distribution & Crash Analytics,Germany,N/A,,,,,25,,
491,Microsoft,2014,Acompli,Mobile Email Apps,United States,N/A,,"Android, Email, Enterprise Software, Internet, iOS, Mobile, SaaS, Security",2013,50,50,"Mobile email just got a promotion. Acompli empowers professionals to do more with advanced email, full calendaring, easy file sharing and all your important people in one fast, easy-to-use app. Supports Microsoft Exchange, Office 365, Google Apps & Gmail. Download the iPhone app today from the App Store http://t.acompli.com/as",
492,Microsoft,2014,Aorato,Enterprise Security & machine learning,Israel,N/A,,"Computer, Network Security, Security",2012,50,50,"Aorato protects your organization and Active Directory by automatically learning, profiling and predicting entity behavior.Aoratoâ€™s Directory Services Application Firewall (DAFâ„¢) protects Active Directory and leverages its central role in the network to secure organization from advanced targeted attacks. Nowadays, attackers compromise all types of entities (non-privileged and privileged users, devices, servers, etc.) in order to gain a foothold into the network. It is not enough anymore to track only privileged accounts to protect the organization against advanced attacks. DAF introduces a new approach. DAF detects suspicious activities through learning, profiling and predicting entitiesâ€™ behaviors.The best part? DAF is a non-intrusive solution, transparent to Active Directory.",
493,Microsoft,2014,Mojang,Video games,Sweden,"$2,500,000,000",,"Developer Platform, Gaming, Video Games",2010,100,100,"Mojang (mojÃ_ng: Swedish for gadget), pronounced /mÊ_ËˆjÉ›Å‹/, is a Swedish independent video game developer founded in May 2009 under the name Mojang Specifications by Markus Persson, and most known for creating the popular indie game Minecraft. Its head office is in Stockholm.",
494,Microsoft,2014,Inception Mobile Inc.,Software,Canada,N/A,,,,,25,,
495,Microsoft,2014,InMage,Disaster recovery solutions,United States,N/A,,"Enterprise Software, SaaS, Security",2001,100,100,"InMage is a software vendor developing and delivering disk-based and scalable business application recovery solutions that allow companies to meet stringent disaster recovery requirements, eliminate the impacts of local backups, and manage application uptime to meet high availability needs. Targeting enterprises, InMage solutions provide solid data protection for high growth data environments while eliminating backups, minimizing data loss on recovery, shortening recovery times, and increasing recovery reliability in heterogeneous environments. Their innovative, 6 patent-pending data and application recovery solutions are uniquely differentiated against the competition and as a result, we're beating the big players, gaining market share, and generating a lot of fiercely loyal customers. InMage Systems, Inc. was formerly known as Abhai Systems, Inc. The company was founded in 2001 and is headquartered in Santa Clara, California. InMage Systems, Inc. has engineering operations in Hyderabad, India.",
496,Microsoft,2014,SyntaxTree,Developer tools,France,N/A,,"Developer Tools, Enterprise Software, Gaming",2011,10,10,"SyntaxTree offers UnityVS, a Visual Studio plugin for developers that use the cross-platform Unity framework to write their games. UnityVS helps developers to easily debug their Unity scripts and provides code snippets, wizard,s and other tools. It also provides integration between the Unity console and Visual Studio. By default, Unity itself offers its own limited support for Visual Studio C# integration.",
497,Microsoft,2014,GreenButton,Cloud computing,New Zealand,N/A,,"Cloud Computing, Enterprise Software, Infrastructure",2006,50,50,"GreenButtonâ„¢ is an award winning global software company that specializes in high performance cloud computing. The company provides a cloud platform for development and delivery of software and services that enable independent software vendors (ISVs) to move to the cloud and for their users to access cloud resources. GreenButton is Microsoft Corpâ€™s 2011 Windows Azure ISV Partner of the Year and the company is has offices in New Zealand, Palo Alto and Seattle. Cloud computing is a growing phenomenon, projected by industry analysts to exceed US$160billion, but end users and vendors are struggling with engagement models and portal interfaces. GreenButton has developed an intelligent interface (an API) called the â€œGreenButtonâ€ù which enables the user to access this capacity whenever it is required, directly from their desktop application",
498,Microsoft,2014,Capptain,(Mobile) application development,France,N/A,,"Analytics, Android, CRM, Information Services, Information Technology, iOS, Mobile, SaaS",2008,10,10,"Capptain helps its clients improve their ROI on mobile and web apps.Your app was fairly well downloaded, great! Now whatâ€™s next? Capptain allows you to work on user retention and usage. This is done thanks to targeted PUSH notifications based on user behaviour or analytics, that our unique platform extracts, in realtime",
499,Microsoft,2014,Parature,Customer service software,United States,"$100,000,000",,"Cloud Storage, Customer Service, Internet, Software",2000,100,100,"Parature provides on-demand customer service software, making it possible for any business to leverage the Internet to provide outstanding customer service and online support. Parature provides an efficient way to serve, support, retain, engage with and maximize the value of every customer. Parature's software-as-a-service (SaaS) delivery and integrated, intuitive design enable organizations to run efficiently. Parature's flagship product, Parature Customer Service software, integrates a customer portal, rich knowledgebase and full trouble ticket software in one dynamic system that manages all your support needs. Parature announced a new social response management product called ""Parature for Facebook"", the Industry's First and Only Customer Service Application for Directly Engaging with Customers, Prospects and Fans on Facebook. The product now supports Twitter as well. Founded in 2001, today Parature helps support more than 55 million end users worldwide. Parature is at work in a wide variety of organizations including national associations, leading educational institutions, technology companies, and diverse industries from gaming/interactive media & entertainment, to retail, healthcare and government.",
500,Microsoft,2013,Apiphany,API management,United States,N/A,,"Cloud Computing, Consumer Electronics, Developer APIs, Internet, SaaS, Software",2012,50,50,"Apiphany is a leading provider of API management and delivery solutions enabling organizations to successfully leverage the roaring mobile, social and app economy. With its flexible cloud-based architecture, Apiphany empowers companies to securely develop new revenue channels, gain insight in their business, and spur innovation at a fast pace while keeping cost and usage under control.",
501,Microsoft,2013,HLW Software,RDP applications,Austria,N/A,,"Consumer Electronics, Software",2002,50,50,"HLWâ„¢s iTap mobile brand provides mobile business solutions for remote desktop access. iTap RDP is one of the leading RDP clients for the iOS platform and the only one to offer TS Gateway and NLA functionality, required in enterprise solutions to guarantee a maximum level of security and seamless integration into existing infrastructure. Tens of thousands of users rely on cutting-edge iTap mobile solutions for their daily business use. HLW is based in Vienna, Austria.",
502,Microsoft,2013,Nokia mobile phones unit,"Mobile phones, smartphones",Finland,"$7,200,000,000",,"Enterprise Software, Mobile, Telecommunications",1885,10000,10000,"Nokia is a Finnish multinational communications corporation engaged in the manufacturing of mobile devices, network infrastructure, location-based technologies, and advanced technologies businesses worldwide. The corporation is also engaged in converging internet and communications industries. It manufactures a wide range of mobile devices with services and software that enable people to experience music, navigation, video, television, imaging, games, business mobility, and more. Nokia also operates through four segments, including mobile broadband, global services, HERE, and technologies. Its mobile broadband segment provides consumers with hardware and core network software required to deliver mobile voice and data services. The corporationâ€™s technology segment is involved in the development and sale of intellectual property rights and technology licensing activities. Its global services segment provides network implementation, care, managed services, and network planning and optimization. Finally, the HERE segment provides the development of local commerce, location-based services, and more. Nokia is also the owner of Symbian operation system and partially owns MeeGo operating system. It was founded in 1865 and is headquartered in Helsinki, Finland.",
503,Microsoft,2013,InRelease,Release management,Canada,N/A,,Software,,50,50,"InRelease is a product created by InCycle for automatically deploying application components to target services in different environments. InRelease enables agile .NET teams to automate the release cycles of their apps. It automates deployments directly from Microsoftâ€™s Team Foundation Server, Microsoftâ€™s own ALM and DevOps solution, to all environments, including production. This ensures all deployments are done the same way. It also automates the approval workflow and auditing support.",
504,Microsoft,2013,Netbreeze,Social analytics,Switzerland,N/A,,"Information Technology, Social Media, Social Media Management",1999,50,50,,
505,Microsoft,2013,MetricsHub,Cloud monitoring,United States,N/A,,"Big Data, Cloud Computing, Cloud Management, Software",2012,10,10,"MetricsHub offers cloud monitoring that keeps web applications up and running for the lowest possible cost. MetricsHub tracks key metrics and takes automatic actions in order to save money on cloud hosting bills, time spent on server administration and improve business continuity. MetricsHub is essential to the operational success of the growing number of companies with IT and product groups using cloud services (e.g. Microsoft Azure).",
506,Microsoft,2013,Pando Networks,Peer-to-peer (P2P) media distribution,United States,N/A,,"Content Delivery Network, Video, Video Streaming",2004,50,50,"Pando Networks (www.pandonetworks.com) improves the delivery performance of online media assets. Pando accelerates content delivery, increases download completion and provides detailed performance data. Pando technology currently accelerates the delivery of more than 200 million media downloads around the world each year. Pando is funded by Intel Capital, BRM Capital and Wheatley Partners.",
507,Microsoft,2013,id8 Group R2 Studios,Home automation,United States,N/A,,Information Technology,2011,,25,id8 Group R2 Studios develops automation technology solutions for houses.,
508,Microsoft,2012,MarketingPilot,Marketing automation firm,United States,N/A,,Software,2001,,25,"MarketingPilot provides Integrated Marketing Management solutions to better understand their customers, manage and streamline marketing operations and create automated and measurable multi-channel marketing campaigns. This acquisition is a very exciting step forward for us, and will accelerate their ability to better meet the needs of CMO's (chief marketing officers) through rich business intelligence, and better enable marketers to successfully plan, execute, monitor, and optimize customer interactions across digital, social and traditional channels, and measure ROI",
509,Microsoft,2012,StorSimple,Cloud-storage appliance vendor,United States,N/A,,"Cloud Storage, Enterprise, Enterprise Software",2009,10000,10000,"StorSimple has developed an application-optimized hybrid storage solution for SharePoint, Exchange, Windows User Files, and Virtual Machines that delivers consistent storage performance at scale, significantly simplifies data protection, and reduces cost by up to 90 percent compared to traditional enterprise storage used with these applications",
510,Microsoft,2012,PhoneFactor,Two-factor authentication system,United States,N/A,,"Cloud Computing, Enterprise Software, Information Technology",2001,50,50,"After its acquisition by Microsoft, PhoneFactor became Windows Azure Multi-Factor Authentication. PhoneFactor provides tokenless two-factor authentication using phones. After you log in with your username and password, you receive a phone call to your pre-registered phone number asking you to confirm the login attempt. You press # to confirm the login, and you're in. If a bad guy steals your username and password and tries to use them to log in, *your* phone will ring, so he won't get in. The product is available in both Enterprise and Web versions. The Enterprise version integrates into a range common enterprise environments, including Citrix, Microsoft Windows, RADIUS infrastructures, IIS-based websites, and more. The Web edition is delivered in the form of an SDK in several programming languages, and can be used to add built-in support for PhoneFactor to your application.",
511,Microsoft,2012,Perceptive Pixel,Multi touch hardware,United States,N/A,,"Broadcasting, Collaboration, Security",2006,50,50,"Perceptive Pixel engages in R&D and production of multi-touch interfaces for brainstorming, collaboration and interactive presentations.",
512,Microsoft,2012,Yammer,Social networking,United States,"$1,200,000,000",,"Collaboration, Enterprise Software, Messaging, Social Network",2008,500,500,"Yammer is an enterprise social network that enables employees to collaborate across departments, geographies and business applications.",
513,Microsoft,2011,Videosurf,Video search,United States,"$100,000,000",,"Hardware, Mobile Apps, Social, Video",2006,50,50,"VideoSurf, a video discovery company, combines social insights with computer vision technology to search and identify videos on any device.",
514,Microsoft,2011,Prodiance,Software,United States,N/A,,"Database, Risk Management, Software",2005,50,50,"Prodiance Corporation offers enterprise risk management solutions to analyze risk, access databases, and manage user-developed applications.",
515,Microsoft,2011,Skype Technologies,Telecommunications,Luxembourg,"$8,500,000,000",,"Mobile, Software, Telecommunications, Video Chat",2003,5000,5000,Skype provides a telecommunications platform that offers free video chat and voice calls to internet-connected devices.,
