Column2,Column1,Id,AcquiredBy,Acquisition date,Company,Business,Country,Value (USD),Derived products,Categories,Founded,Founded(modified),Size,Size(modified),Description,Broad Category
397,394,394,Amazon,2014,Twitch,Twitch,,,,"Social Media, Video, Video Games, Video Streaming",2007,2007,500,500,"Twitch is a social video platform for gamers where more than 100 million gather every month to broadcast, watch and talk about video games.",Media/Ad/Content
398,395,395,Amazon,2013,IVONA Software,IVONA Software,,,,could not find,,2008,,25,,Uncategorised
399,396,396,Amazon,2013,Goodreads,Goodreads,,,,"E-Learning, Social Media",2007,2007,100,100,"Goodreads is a mobile and web app that allows its users to find, share, recommend, read, and review the books they like.",AR/VR
400,397,397,Amazon,2013,Liquavista,Liquavista,,,,"Electronics, Hardware, Manufacturing, Software",2006,2006,100,100,Liquavista is a display manufacturing company that offers electro-wetting displays.,AR/VR
401,398,398,Amazon,2013,"TenMarks Education, Inc.","TenMarks Education, Inc.",,,,"E-Learning, EdTech, Education",2009,2009,50,50,"TenMarks creates a web-based learning environment that simplifies assignments, automates grading, and offers videos and interactive lessons.",AR/VR
402,399,399,Amazon,2012,Kiva Systems,Kiva Systems,,,,"Hardware, Mobile, Robotics, Software",2003,2003,1000,1000,Kiva Systems offers a mobile-robotic fulfillment system for inventory distribution centers that help companies optimize their operations.,AI/ML/Analytics
403,400,400,Amazon,2012,Teachstreet,Teachstreet,,,,"Charter Schools, Education",2007,2007,10,10,TeachStreet is an online marketplace providing information about local and online classes and teachers.,AR/VR
404,401,401,Amazon,2012,Evi,Evi,,,,"Mobile, Search Engine",2005,2005,50,50,Evi is a technology company focused on knowledge base and semantic search engine software.,AR/VR
405,402,402,Amazon,2012,Avalon Books,Avalon Books,,,,not provided,1950,1950,,25,"Avalon Books, a small, 62-year-old publisher that specializes in romance and mysteries.",Uncategorised
406,403,403,Amazon,2011,LoveFilm,LoveFilm,,,,"Digital Entertainment, Gaming, Internet",2002,2002,500,500,"LOVEFiLM is a movie subscription service of Amazon, delivering DVDs to members and providing access to an online database of movies.",AI/ML/Analytics
407,404,404,Amazon,2011,The Book Depository,The Book Depository,,,,"E-Commerce, Retail",2004,2004,50,50,The Book Depository is an online Internet bookstore that offers great assortment of books with free shipping worldwide.,AI/ML/Analytics
408,405,405,Amazon,2011,Pushbutton,Pushbutton,,,,"Content, Digital Entertainment, TV",2002,2002,50,50,Pushbutton is a digital agency providing interactive television content and services for platforms.,AI/ML/Analytics
409,406,406,Amazon,2011,Yap,Yap,,,,"Artificial Intelligence, Audio, Messaging, Mobile, Speech Recognition, Telecommunications",2018,2018,50,50,"Yap pioneered a high accuracy, automated speech recognition platform for long duration dialogues.",AI/ML/Analytics
410,407,407,Amazon,2010,Touchco,Touchco,,,,"Hardware, Software",2009,2009,10,10,Touchco uses display transparency technology named interpolating force-sensitive resistance.,AR/VR
411,408,408,Amazon,2010,Woot,Woot,,,,"Electronics, Fashion, Wine And Spirits",2004,2004,1000,1000,Woot.com is an online store and community that focuses on selling discounted products.,Hardware
412,409,409,Amazon,2010,Quidsi,Quidsi (formerly Diapers.com),,,,"Beauty, Child Care, E-Commerce",2005,2005,500,500,"Quidsi is an e-commerce platform selling baby-care, household, and beauty products.",AR/VR
413,410,410,Amazon,2010,BuyVIP,BuyVIP,,,,"E-Commerce, Marketing, Shopping",2006,2006,1000,1000,BuyVIP is an online shopping club offering discounts for members on fashion and lifestyle brands,AR/VR
414,411,411,Amazon,2010,Amie Street,Amie Street,,,,"Media and Entertainment, Music, Music Streaming",1982,1982,,25,"Amie Street is a web-based social music store that enables members to discover, download and share music.",AI/ML/Analytics
415,412,412,Amazon,2010,Toby Press,Toby Press,,,,could not find,,2005,,25,,Uncategorised
416,413,413,Amazon,2009,Zappos,"Zappos, an online shoe and apparel retailer",,,,"E-Commerce, Retail, Shoes",1999,1999,5000,5000,Zappos is an online retailer specializing in shoes and apparel.,AI/ML/Analytics
417,414,414,Amazon,2009,Lexcycle,Lexcycle,,,,"iOS, Mobile",2007,2007,,25,Lexcycle is a software development company that provides electronic book reading software.,Software
418,415,415,Amazon,2009,SnapTell,"SnapTell, an image matching startup",,,,"Advertising, Marketing, Mobile",2006,2006,,25,"SnapTell provides an integrated mobile marketing solution for brands to deploy campaigns, and consumers to access content on the go.",AR/VR
419,416,416,Amazon,2009,Stanza,"Stanza, a rival e-book reader to Amazon's Kindle",,,,Information Services,,2004,50,50,Redefining note taking and information management,Software
420,417,417,Amazon,2008,Audible.com,Audible.com and Fabric.com,,,,"Audio, Audiobooks, Digital Entertainment, E-Commerce, Media and Entertainment",1999,1999,5000,5000,"Audible is an internet provider of spoken audio entertainment, information, and educational programming.",AI/ML/Analytics
421,418,418,Amazon,2008,Fabric.com,Audible.com and Fabric.com,,,,"E-Commerce, Fashion, Retail",1999,1999,10,10,"Formerly known as Phoenix Textiles Group, Fabric.com is a wholesale distributor of apparel fabrics.",AI/ML/Analytics
422,419,419,Amazon,2008,Box Office Mojo,Box Office Mojo,,,IMDB,"Analytics, Film, Media and Entertainment",1999,1999,,25,Box Office Mojo is a tracking website that catalogues how well movies perform at the box office and tallies total film earnings.,AI/ML/Analytics
423,420,420,Amazon,2008,AbeBooks,AbeBooks,,,,"E-Commerce, Marketplace, Shopping",1996,1996,10,10,"AbeBooks, an Amazon subsidiary, is an online marketplace for new, used, rare and out-of-print books from thousands of sellers.",AR/VR
424,421,421,Amazon,2008,Shelfari,"Shelfari (including a 40% stake in LibraryThing and whole ownership of BookFinder.com, Gojaba.com, and FillZ)",,,,Social Media,2006,2006,50,50,Shelfari is a social cataloging website that allow book lovers to create virtual bookshelves and keep track of what they read.,Media/Ad/Content
425,422,422,Amazon,2008,Reflexive Entertainment,"Reflexive Entertainment, a developer of casual video games",,,,"Gaming, Mobile, Video Games",1997,1997,10000,10000,video game provider,Software
426,423,423,Amazon,2007,dpreview.com,"dpreview.com, a digital photography review website based in London[citation needed]",,,,"E-Commerce, News, Publishing",1998,1998,50,50,dpreview is an online platform that publishes reviews and news on the latest digital cameras.,Media/Ad/Content
427,424,424,Amazon,2007,Brilliance Audio,"Brilliance Audio, the largest independent publisher of audiobooks in the United States",,,,E-Commerce,1984,1984,250,250,"Brilliance Audiopublishes audio books for consumers, resellers, and librarians in the United States.",Media/Ad/Content
428,425,425,Amazon,2006,Shopbop,"Shopbop, a retailer of designer clothing and accessories for women, based in Madison, Wisconsin",,,,"E-Commerce, Lifestyle, Shopping",2000,2000,500,500,"Shopbop is an online boutique for clothing, footwear, bags and accessories.",Media/Ad/Content
429,426,426,Amazon,2005,BookSurge,"BookSurge, a print on demand company",,,,"Digital Media, Printing, Publishing",2000,2000,50,50,"BookSurge, a brand of On-Demand Publishing LLC, a subsidiary of Amazon.com Inc., is a pioneer in inventory-free book publishing, printing,",Software
430,427,427,Amazon,2005,Mobipocket.com,"Mobipocket.com, an e-book software company (see also Amazon.com controversies#BookSurge)",,,,Shopping,2000,2000,,25,Mobipocket.com became in a few years the leader for reading eBooks on mobile devices: read dozens of thousands titles on your PDA or on,Uncategorised
431,428,428,Amazon,2005,CreateSpace.com,"CreateSpace.com, formerly CustomFlix, a distributor of on-demand DVDs, since expanded to include print on-demand books, CDs, and videos, based in Scotts Valley, California",,,,"News, Publishing",,2000,500,500,"Createspace is a company that allows for individuals to publish and distribute books, music, and films to thousands of online retailers.",Uncategorised
432,429,429,Amazon,2005,Smallparts.com,"Smallparts.com, an industrial component supplier",,,,could not find,,2000,,25,,Uncategorised
433,430,430,Amazon,2004,Joyo.com,"Joyo.com, a Chinese e-commerce website",,,,"E-Commerce, Internet, Music, Video",1998,1998,,25,"Joyo.com largest online retailers of books, music and videos in China.",Software
434,431,431,Amazon,2002,Online music retailer CDNow,Online music retailer CDNow,,,,"E-Commerce, Music, Retail",1994,1994,,25,CDNow is an online retailer of music-related goods.,AI/ML/Analytics
435,432,432,Amazon,1999,Alexa Internet,"Alexa Internet, a database company",,,,"Digital Marketing, SEO, Web Development",1996,1996,50,50,"Alexa, a subsidiary of Amazon, is a web information company that offers website information and analytics.",AR/VR
436,433,433,Amazon,1999,Accept.com,"Accept.com, a financial services company",,,,"E-Commerce Platforms, Photography, Retail",,1994,,25,Accept.Com is an E-Commerce Platforms company.,AI/ML/Analytics
437,434,434,Amazon,1999,Drugstore.com,"Drugstore.com 40% investment in 1999, increased stake in 2000, sold stake to Walgreens in 2011 for a 90% loss",,,,to deleteÃŒ_ÃŒ__,,1994,,25,,Uncategorised
438,435,435,Amazon,1999,GeoWorks,"GeoWorks, a wireless communications company, acquisition of a minority interest",,,,could not find,,1994,,25,,Uncategorised
439,436,436,Amazon,1999,Pets.com,Pets.com ÃŒ_ÃŒ_ÃŒÂ± Amazon purchased a 54 percent stake,,,,to delete since not majority purchase,,1994,,25,,Uncategorised
440,437,437,Amazon,1999,LiveBid.com,"LiveBid.com, which produced Internet-based auction software",,,,Auctions,1996,1996,,25,LiveBid is a broadcast service for traditional auction houses that allows them to stream their events online and let bidders participate.,Uncategorised
441,438,438,Amazon,1999,e-Niche Incorporated,"e-Niche Incorporated, comprising Exchange.com, Bibliofind.com (hard-to-find book titles), and Musicfile.com (hard to find music titles)",,,,Not provided,,1994,,25,Exchange.Com is a company that was acquired by Amazon in 1999.,Uncategorised
442,439,439,Amazon,1999,HomeGrocer.com,HomeGrocer.com ÃŒ_ÃŒ_ÃŒÂ± Amazon purchased a 35 percent stake in this online grocer,,,,to delete since not majority purchase,,1994,,25,,Uncategorised
443,440,440,Amazon,1999,Gear.com ÃŒ_ÃŒ_ÃŒÂ± Amazon purchased a 49 percent stake[20] (the company was purchased by Overstock.com in 2000),Gear.com ÃŒ_ÃŒ_ÃŒÂ± Amazon purchased a 49 percent stake[20] (the company was purchased by Overstock.com in 2000),,,,to delete since not majority purchase,,1994,,25,,Uncategorised
444,441,441,Amazon,1999,Tool Crib of the North,"Tool Crib of the North, Amazon acquired the online and catalog sales division of the company in October 1999, selling a very wide variety of tools and home improvement items",,,,could not find,,1994,,25,,Uncategorised
445,442,442,Amazon,1999,Convergence Corporation,"Convergence Corporation, software to connect wireless devices to the Internet",,,,"Enterprise Software, Internet, Wireless",1996,1996,10,10,Convergence Corporation makes software to connect wireless devices to the Internet.,AR/VR
446,443,443,Amazon,1999,MindCorps Incorporated,"MindCorps Incorporated, applications for web sites including online chats to web-based databases",,,,to delete since not majority purchase,,1994,,25,,Uncategorised
447,444,444,Amazon,1999,Della.com,"Della.com, gift registry, expert advice, and personalized gift suggestions ÃŒ_ÃŒ_ÃŒÂ± Amazon purchased a 20 percent stake (in April 2000, the company merged with WeddingChannel.com)",,,,to delete since not majority purchase,,1994,,25,,Uncategorised
448,445,445,Amazon,1999,Back to Basics Toys,"Back to Basics Toys, catalog toy store[26] (sold to Scholastic in 2003)",,,,"Internet, Toys, Video Games",1988,1988,,25,"Back To Basics Toys a catalog company, provides toys, games and puzzles, and musical products.",Software
449,446,446,Amazon,1999,Ashford.com,"Ashford.com, retailer of luxury products ÃŒ_ÃŒ_ÃŒÂ± Amazon acquired a 16.6 percent stake",,,,to delete since not majority purchase,,1994,,25,,Uncategorised
450,447,447,Amazon,1999,Leep Technology Inc.,"Leep Technology Inc., developer of on-line database query tools and CRM software",,,,not provided,,1994,,25,"A developer of data mining, customer relationship management, and data warehouse software Company.",Uncategorised
451,448,448,Amazon,1998,PlanetAll,"PlanetAll, a reminder service based in Cambridge, Massachusetts",,,,"Internet, Social Media, Web Development",1996,1996,,25,"PlanetAll provides a unique Web-based address book, calendar, and reminder service.",Software
452,449,449,Amazon,1998,Junglee,"Junglee, an XML-based data mining startup based in Sunnyvale",,,,"E-Commerce, Retail, Shopping",1996,1996,10,10,Junglee is an Amazon service in India that works with buyers and sellers of online goods.,AI/ML/Analytics
453,450,450,Amazon,1998,Bookpages.co.uk,"Bookpages.co.uk, a UK online book retailer, which became Amazon UK on October 15, 1998",,,,not provided,,1993,,25,Bookpages is a company that was acquired by Amazon in 1998. Amazon.com Acquires Three Leading Internet Companies http://phx.corporate-ir.net/phoenix.zhtml?c=176060&p=irol-newsArticle&ID=502989,Uncategorised
454,451,451,Amazon,1998,Telebook,"Telebook (www.telebuch.de) was Germany's leading online bookstore, it became Amazon's German online store",,,,not provided,,1993,,25,Telebook longtime local expertise in online bookselling in Germany.,Uncategorised
455,452,452,Amazon,1998,Internet Movie Database,Internet Movie Database (IMDb),,,,"Content, Media and Entertainment, TV",1990,1990,50,50,"IMDb is a searchable online database containing millions of content related to movies, TV shows, celebrities, and crew.",AI/ML/Analytics
456,453,453,Microsoft,2018,Playfab,Gaming backend service,United States,,,"Cloud Data Services, Developer Tools, PaaS, PC Games",2014,2014,50,50,"PlayFab is a cloud-based provider of tools and services for building and managing online games. office.com/setupPlayFab offers services like profile management, multiplayer servers, and matchmaking, in-game commerce and marketplaces, deep analytics, server operations and management and much more. The experienced team at PlayFab is dedicated to arming the most creative game talent with state-of-the-art backend services and tools so they can focus on the fun while staying competitive in todayÃŒ_ÃŒ_Ã¥Ãˆs market.",Software
457,454,454,Microsoft,2017,SWNG,Cinemagraphic photo app,United States,,,"Apps, Photography, Software",2014,2014,,25,"Swing Technologies are makers of the acclaimed 'living photo' app SWNG. Swing Technologies was founded by Tommy Stadlen and Frederick Blackford in 2014. Based in San Francisco and New York, Swing's mission is to reimagine the photograph. Its debut app SWNG allows users to create interactive 'living photos'. The result is a new visual medium to stand alongside photos and videos. SWNG has been featured by Apple as the top featured product on the App Store, and in Apple retail stores across the world.",AR/VR
458,455,455,Microsoft,2017,AltspaceVR,Virtual reality,United States,,,"Digital Media, Virtual Reality, Virtualization",2013,2013,50,50,"AltspaceVR is a virtual reality software company.office.com/setup AltspaceVR is bringing two-dimensional web content into shared virtual spaces, and extending the web to create fully holographic experiences. Through the software users will be able to watch streaming video, play games, and get work done, together and entirely inside of virtual reality. The software is powered by, and fully embraces, the modern open web.",AR/VR
459,456,456,Microsoft,2017,Cycle Computing,Cloud HPC,United States,,,"Cloud Computing, Software",2005,2005,100,100,"Cycle Computing makes deploying high performance computing on internal grids, virtualized environments, and in the cloud easy. Cycle Computing, an employee-owned company, was started in 2005 to help clients quantify, manage, and improve utilization.",AR/VR
460,457,457,Microsoft,2017,Cloudyn,Cloud Business Management,Israel,"$50,000,000 ",,"Cloud Computing, Cloud Infrastructure, Cloud Management, Enterprise Software, IaaS, PaaS, SaaS",2012,2012,100,100,"Cloudyn is a multi-cloud business management solution that enables enterprises to make data-driven, business decisions regarding their cloud strategy and efficiency.",AR/VR
461,458,458,Microsoft,2017,Hexadite,Cybersecurity,Israel,"$100,000,000 ",,"Computer, Cyber Security, Network Security, Security",2014,2014,50,50,"Hexadite is changing the way cyber incident response is done, with a fully automated incident response solution that enables organizations to investigate every cyber-alert they receive and close out incidents in minutes, even seconds. Built from the ground up, the Hexadite Automated Incident Response Solution (AIRSÃŒ_Ã¥ÃœÃ¥Â¢) maximizes an enterpriseÃŒ_ÃŒ_Ã¥Ãˆs ability to investigate all cyber-alerts, uncover hidden threats and remediate the full extent of a breach to increase the organizationÃŒ_ÃŒ_Ã¥Ãˆs productivity, reduce ongoing costs, and strengthen the organization's overall security.",Security
462,459,459,Microsoft,2017,Intentional Software,Collaborative Productivity Platform,United States,,,"Collaboration, Productivity Tools, Software",2002,2002,100,100,Intentional Software CorporationÃŒ_ÃŒ_Ã¥Ãˆs mission is to make the worldÃŒ_ÃŒ_Ã¥Ãˆs knowledge more accessible and useful. They are creating the next generation of knowledge work by combining knowledge processing with group productivity. Their focus is to improve productivity and accelerate innovation by empowering knowledge workers to work more effectively with software programmers.,AR/VR
463,460,460,Microsoft,2017,Deis,Container Management,United States,,,"Computer, Software",2015,2015,50,50,Deis Workflow is an open source PaaS that makes it easy to deploy and manage applications on your own servers. Workflow builds upon Kubernetes and Docker to provide a lightweight PaaS with a Heroku-inspired workflow.,AR/VR
464,461,461,Microsoft,2017,Simplygon,3D Gaming,Sweden,,,"3D Technology, Computer, Gaming, Software",2006,2006,50,50,"Donya Labs (T/A Simplygon), creators of SimplygonÃŒ_Ã¥ÃœÃ¥Â¢ SDK, is the leading provider of automatic 3D-optimization tools for the games industry. Privately held, founded in 2006 and headquartered in Sweden, Donya is the premier developer and provider of automatic 3D-optimization solutions.",AR/VR
465,462,462,Microsoft,2017,Maluuba,Artificial Intelligence,Canada,,,"Artificial Intelligence, Machine Learning, Natural Language Processing, Speech Recognition",2011,2011,50,50,"Our vision is a world where intelligent machines work hand-in-hand with people to advance the collective intelligence of the human species and bring about positive social and economic impacts. WeÃŒ_ÃŒ_Ã¥Ãˆre an early leader in using deep learning and deep reinforcement learning to solve language-understanding problems and in training machines to model decision-making capabilities of the human brain. Maluuba is backed by an accomplished team of leading investors and some of the most respected researchers in the fields of artificial intelligence and deep learning. We partner with the worldÃŒ_ÃŒ_Ã¥Ãˆs largest organizations in communications, customer experience, technology, automotive and professional services.",AI/ML/Analytics
466,463,463,Microsoft,2016,LinkedIn,Professional Networking Service,United States,"$26,200,000,000 ",,"Professional Networking, Professional Services, Social Media, Social Recruiting",2002,2002,5000,5000,"LinkedIn is a professional networking site that allows its members to create business connections, search for jobs, and find potential clients. The site also enables its users to build and engage with their professional networks; access shared knowledge and insights; and find business opportunities. It offers LinkedIn mobile applications across various platforms and languages such as iOS, Android, Blackberry, Nokia Asha, and Windows Mobile; a public website that allows developers to integrate its content and services into their applications; and a set of embeddable widgets to allow web developers to include content from the companyÃŒ_ÃŒ_Ã¥Ãˆs network into their websites and applications. In addition, the company provides talent solutions, including LinkedIn Corporate Solutions that enables enterprises and professional organizations to find, contact, and hire qualified candidates; LinkedIn Jobs that allows enterprises and professional organizations to advertise job opportunities on the companyÃŒ_ÃŒ_Ã¥Ãˆs network; and Subscriptions which enables recruiters and hiring managers to find, contact, and manage potential candidates. It also offers LinkedIn Ads, a self-service platform that enables advertisers to build and target their advertisements at its members; Enterprise, a marketing solution to target larger advertisers that receive dedicated account management and additional marketing solutions; and Sponsored Updates that enables advertisers to share and amplify content marketing messages. Additionally, LinkedIn provides premium subscriptions for general professionals to manage their professional identities. LinkedIn was founded in 2002 and is headquartered in Mountain View, California.",Media/Ad/Content
467,464,464,Microsoft,2016,Genee,AI-powered scheduling assistant service,United States,,,"Apps, Artificial Intelligence, Developer Tools, Machine Learning, Mobile",2014,2014,10,10,"Genee is a powerful virtual scheduling assistant based on artificial intelligence. Genee can coordinate the best times to meet between people and track responses. Genee is also a powerful reminder service that works as a Facebook Messenger bot, communicating and reminding you over Facebook Messenger.",AI/ML/Analytics
468,465,465,Microsoft,2016,Beam (now known as Mixer),Video game streaming,United States,,,"Advertising, Gaming, Internet, Video Streaming",2014,2014,10,10,"Mixer, formerly Beam, offers gaming live-streams made interactive. Mixer gives viewers a window into streamer's game worlds, allowing you to do everything from striking lightning down, to generating the level's terrain. Mixer is a next-generation live streaming platform for gamers that lets viewers participate in the gameplay itself.Instead of sitting idle, viewers get to engage with the content directly, creating quests, choosing weapons, or even acting as characters within the game world.",Software
469,466,466,Microsoft,2016,Solair,Internet of Things platform,Italy,,,"Information Technology, SaaS, Software",2011,2011,50,50,"Solair, an Italian company that has been delivering innovative Internet of Things (IoT) services to customers across a number of industries, including manufacturing, retail, food & beverage and transportation.",AR/VR
470,467,467,Microsoft,2016,Xamarin,Mobile application development,United States,,,"Android, Developer Tools, iOS, Mobile, Software, Test and Measurement",2011,2011,500,500,"Xamarin's mission is to make it fast, easy and fun to build great mobile apps by providing the best software development tools in the world, including Xamarin Platform, Xamarin Test Cloud, and Xamarin Insights. Xamarin is the new standard for enterprise mobile development. No other platform enables businesses to reach all major devicesÃŒ_ÃŒ_ÃŒÂ¨iOS, Android, Mac and WindowsÃŒ_ÃŒ_ÃŒÂ¨with 100% fully native apps from a single code base. With Xamarin, businesses standardize mobile app development in C#, share up to 100% source code across platforms, and leverage their existing skills, teams, tools and code to rapidly deliver great apps with broad reach. Xamarin is used by over 700,000 developers from more than 100 Fortune 500 companies, with customers in 120 countries including Microsoft, Kimberly-Clark, Dow Jones, Schindler, McKesson, Halliburton, Cognizant, GitHub, Rdio and WebMD, to accelerate the creation of mission-critical consumer and enterprise apps.",AR/VR
471,468,468,Microsoft,2016,Groove,Music Discovery,Canada,,,,,2011,,25,,Uncategorised
472,469,469,Microsoft,2016,SwiftKey,"SwiftKey, a keyboard productivity application",United Kingdom,"$250,000,000 ",,"Android, Artificial Intelligence, iOS, Mobile, Software",2008,2008,250,250,"SwiftKey is a technology company that aims to enhance interaction between keyboards and people. It upgrades smartphone keyboards to make typing faster, by utilizing artificial intelligence to learn from each user in order to autocorrect and predict their next word. The SwiftKey Keyboard for Android supports more than 80 languages.",AI/ML/Analytics
473,470,470,Microsoft,2016,Teacher Gaming LLC,Education software,Finland,,,"Casual Games, E-Learning, Education, Gaming",2011,2011,10,10,"TeacherGaming is an independent game development company that expands game-based learning into classrooms worldwide. Its product lineup includes educational versions of the award-winning games Minecraft and Kerbal Space Program, which have been praised by gamers, parents, and teachers alike. TeacherGaming began by modifying Minecraft to meet the needs of teachers and quickly realized that there was a huge demand for this type of product. In 2013, TeacherGaming announced its second game, Kerbal Space Program. It is based in New York, N.Y.",AR/VR
474,471,471,Microsoft,2015,"Talko, Inc.",Mobile communications,United States,,,Software,2012,2012,10,10,"Talko builds software and services for communications and social productivity, focused on new usage scenarios enabled by cloud-connected mobile devices. We are currently in pre-release product development.",AR/VR
475,472,472,Microsoft,2015,Metanautix,Big Data Analytics,United States,,,"Analytics, Big Data, Internet",2012,2012,50,50,"Metanautix helps large enterprises navigate oceans of data. Our mission is to integrate the data supply chain and enable organizations to transform their information assets into better decisions and new products. Metanautix is a stealth-mode company, comprised of world-class engineering talent, and backed by some of the most prominent venture capitalists in Silicon Valley.",AI/ML/Analytics
476,473,473,Microsoft,2015,Secure Islands Technologies Ltd.,Data protection,Israel,,,"Computer, Network Security, Security",2006,2006,100,100,"Secure Islands develops and markets advanced Information Protection and Control (IPC) solutions for the borderless enterprise. Offering policy-driven classification and protection for unstructured data, Secure Islands lays the foundation for sensitive information security in enterprises as they shift from perimeter defense to persistent protection. Secure Islands' holistic approach literally redefines information security and assists the enterprise in regaining control by identifying, classifying and protecting sensitive information throughout its lifecycle. Founded in 2006 and headquartered in Israel, the companyÃŒ_ÃŒ_Ã¥Ãˆs solutions are deployed in top-tier Fortune 500 firms and government agencies worldwide. For more information, please visit www.secureislands.com.",Security
477,474,474,Microsoft,2015,"Mobile Data Labs, Inc.","MileIQ, a mileage tracking application",United States,,,"Analytics, Mobile, Mobile Apps",2012,2012,,25,"Mobile Data Labs, Inc. provides MileIQ, a mileage-tracking mobile application. The companyÃŒ_ÃŒ_Ã¥Ãˆs application captures, logs, and calculates miles that the user drives, as well as stores the drive log in cloud. It serves primarily independent contractors, consultants, real estate agents, and business owners. The company was incorporated in 2012 and is headquartered in San Francisco, California.",AI/ML/Analytics
478,475,475,Microsoft,2015,Telekinesys Research Ltd.,Game technology vendor,Ireland,,,,,2010,,25,,Uncategorised
479,476,476,Microsoft,2015,Adxstudio Inc.,Web portal and application lifecycle management solutions,Canada,,,Information Technology,1998,1998,10000,10000,"Founded in 1998, as a privately owned and operated company under the trade name AppDepot Web Services Inc. Originally headquartered in Regina SK Canada with offices in Calgary AB, Toronto ON and U.S. headquarters in Redmond WA. Adxstudio began offering software products to the Microsoft software community in 2001 and became a Microsoft Gold Application Development and Customer Relationship Management competency partner. Adxstudio was acquired by Microsoft Corporation in Q4 CY 2015.",Software
480,477,477,Microsoft,2015,"Double Labs, Inc.",Mobile lock screen software,United States,,,Information Technology,2013,2013,,25,"Double Labs, a startup based in Palo Alto, California that created the popular Android app Echo Notification Lockscreen.",Software
481,478,478,Microsoft,2015,"VoloMetrix, Inc.",Organisational analytics,United States,,,"Analytics, Enterprise Software, Social Media",2011,2011,50,50,"VoloMetrix is a people analytics technology company that uses big data to optimize organizational performance, providing executives visibility into the daily activities and relationships that propel business forward. VoloMetrixÃŒ_ÃŒ_Ã¥Ãˆs technology helps improve companiesÃŒ_ÃŒ_Ã¥Ãˆ organizational alignment, drive sales, and promote employee engagement. Working with Fortune 100 companies, VoloMetrix extracts and analyzes anonymous aggregated collaboration data to reveal unprecedented insights into how employee behaviors drive business outcomes. For more information, please visit: www.volometix.com.",AI/ML/Analytics
482,479,479,Microsoft,2015,"Incent Games, LLC",Sales-gamification,United States,,,"Gamification, Sales, Web Browsers",2012,2012,50,50,"FantasySalesTeam is a software platform that allows sales leaders to run more exciting and engaging sales contests modeled on fantasy sports. Learn more at www.fantasysalesteam.com. FantasySalesTeam was developed by sales professionals for sales professionals. It was designed by a team of software industry veterans and people that have been in the trenches by phone, foot, and plane selling and managing teams. ItÃŒ_ÃŒ_Ã¥Ãˆs run by people that are truly passionate about helping companies drive higher performance from their sales force and who want to run a better breed of sales contest. Through dozens of discussions with sales managers and reps we identified what makes for effective and ineffective sales contests. We recognized that to run a truly great SPIFF program, a simple software platform was necessary. One thatÃŒ_ÃŒ_Ã¥Ãˆs flexible and customizable to fit any sales environment, can monitor dozens of performance metrics without operational hassle, and rewards competitive as well as team based selling. The result is FantasySalesTeam and youÃŒ_ÃŒ_Ã¥Ãˆve never seen anything like it!",Software
483,480,480,Microsoft,2015,Adallom,Cloud security,Israel,"$320,000,000 ",,"Cloud Computing, Enterprise Software, Security",2012,2012,250,250,"Founded in 2012 by cyber defense veterans, Adallom, a 2014 Gartner Cool Vendor, is a cloud access security broker which delivers visibility, governance and protection for cloud applications. Its innovative platform is simple to deploy, seamless to users, and is available as a SaaS-based or on-prem solution. Powered by SmartEngineÃŒ_Ã¥ÃœÃ¥Â¢ advanced heuristics and backed by an elite cybersecurity research team, Adallom makes it easy to protect data in the cloud. Adallom is an abbreviation of the Hebrew saying ÃŒ_ÃŒ_ÃŒÃ‚Ad HalomÃŒ_ÃŒ_Ã¥Âù which literally means ÃŒ_ÃŒ_ÃŒÃ‚up to hereÃŒ_ÃŒ_Ã¥Âù or ÃŒ_ÃŒ_ÃŒÃ‚the last line of defense.ÃŒ_ÃŒ_Ã¥Âù For more information, visit www.adallom.com or follow @adallom.",AR/VR
484,481,481,Microsoft,2015,FieldOne Systems LLC,Enterprise Field Service,United States,,,Industrial,2001,2001,100,100,"In 2012, FieldOneÃŒ_ÃŒ_Ã¥Ãˆs leadership predicted the massive disruption driven by the convergence of three interdependent trends - Mobility, Cloud, and Big Data ÃŒ_ÃŒ_ÃŒÂ± and made a radical choice. Rather than building on their legacy software - which had served their customers so well for so long - they chose to develop a completely new solution designed from the ground up to harness the capabilities of this tidal wave of technology. Combining their teamÃŒ_ÃŒ_Ã¥Ãˆs broad industry experience with a dedication to innovation and passion for listening to their customers, they launched Sky ÃŒ_ÃŒ_ÃŒÂ± the agile platform for intelligent enterprise field service management. Sky provides the most comprehensive feature set, an open architecture for simplified integration, flexible deployment options, and on-demand configuration. These combined elements drive rapid implementation, maximum adaptability, and fast ROI. FieldOne's technology, and consistent collaboration between their team and their customers, is driving the success of diverse enterprises across a wide cross-section of industries.",Uncategorised
485,482,482,Microsoft,2015,BlueStripe Software,Application management,United States,,,"IT Management, Software, Web Development",2007,2007,50,50,"BlueStripe Software provides the next generation of transaction performance management solutions. BlueStripeÃŒ_ÃŒ_Ã¥Ãˆs flagship product, FactFinder, is the first management tool to monitor transactions and applications together with the underlying infrastructure, enabling IT Operations to know when transactions get stuck, where they get stuck, and why.",AR/VR
